concatpedido,Filial,Nome Filial,Número do pedido,Série,Nr.Processo,Situação do Item,Dt.Emissão,Cód.Agente,Nome Fantasia,Cond.Pagto.,Contato,Situação do Pedido,Tipo de Preço,Total Pedido Compra,Item Pedido,Cód. Item,Cód.Alternativo,Descrição do Item,Unid.,Quantidade,Qtde. Convertida,Vlr.Unitário,Vlr.Mercadorias,Vlr.Desconto,Vlr.Total Item,Código Serviço,Cód. Aplicação,Nome Aplicação
318-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,318,UN,318,Pedido Atendido,45842,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,3130.03,1,5447,5447,MO MANUTENÇÃO DE JARDIM - OBRA,VB,1,1,1500,1500,0,1500,32,107,Obra-Serviços Tomados
318-8,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,318,UN,318,Pedido Atendido,45842,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,3130.03,8,9360,9360,BUCHA NYLON 6MM COM ABA,UN,15,15,1.3333330000000001,20,0,20,,111,Obra-Compra de Insumos para Prestação de Serviços
318-7,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,318,UN,318,Pedido Atendido,45842,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,3130.03,7,6244,6244,PARAFUSO BICROMATIZADO,UN,4,4,13.75,55,0,55,,111,Obra-Compra de Insumos para Prestação de Serviços
318-6,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,318,UN,318,Pedido Atendido,45842,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,3130.03,6,10036,10036,BATERIA 7A 12V,UN,2,2,69.900000000000006,139.80000000000001,0,139.80000000000001,,111,Obra-Compra de Insumos para Prestação de Serviços
318-5,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,318,UN,318,Pedido Atendido,45842,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,3130.03,5,6873,6873,PILHA AA,UN,2,2,35.99,71.98,0,71.98,,111,Obra-Compra de Insumos para Prestação de Serviços
318-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,318,UN,318,Pedido Atendido,45842,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,3130.03,4,4943,4943,MO INSTALAÇÃO DE AR CONDICIONADO E VENTILAÇÃO,M2,1,1,22,22,0,22,81,107,Obra-Serviços Tomados
318-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,318,UN,318,Pedido Atendido,45842,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,3130.03,3,6807,6807,CHAPA DE ISOPOR 500X1000X20MM,UN,1,1,1021.25,1021.25,0,1021.25,,111,Obra-Compra de Insumos para Prestação de Serviços
318-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,318,UN,318,Pedido Atendido,45842,10157,FELIPE LUIZ ROGGENBACH LEITOLLES,28D,,Pedido Atendido,CIF,3130.03,2,5555,5555,MO APLICAÇÃO DE PISO VINILICO,M2,1,1,300,300,0,300,23,107,Obra-Serviços Tomados
319-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,319,UN,319,Pedido Atendido,45845,9853,DMS TELECOMUNICACOES,28D,,Pedido Atendido,CIF,108.77,1,9032,9032,REEMBOLSO DE DESPESAS DIVERSAS,VB,1,1,108.77,108.77,0,108.77,,209,Adm-Outras Entradas
320-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,320,UN,320,Pedido Atendido,45845,9853,DMS TELECOMUNICACOES,28D,,Pedido Atendido,CIF,600,1,9032,9032,REEMBOLSO DE DESPESAS DIVERSAS,VB,1,1,600,600,0,600,,209,Adm-Outras Entradas
321-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,321,UN,321,Pedido Atendido,45845,10581,G R TORRES LTDA,28D,,Pedido Atendido,CIF,1292.75,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,1292.75,1292.75,0,1292.75,50,207,Adm-Serviços Tomados
322-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,322,UN,322,Pedido Atendido,45845,12161,MARO IMOVEIS,28D,,Pedido Atendido,CIF,88892.24,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,88892.24,88892.24,0,88892.24,50,207,Adm-Serviços Tomados
323-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,323,UN,323,Pedido Atendido,45845,5406,V6 IMOVEIS LTDA,28D,,Pedido Atendido,CIF,67059.11,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,67059.11,67059.11,0,67059.11,50,207,Adm-Serviços Tomados
324-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,324,UN,324,Pedido Atendido,45845,1864,COFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,28D,,Pedido Atendido,CIF,10596.11,1,3365,3365,"CURVA 90 LONGA ELETRODUTO ROSCÁVEL 1""",UN,450,450,1.74,783,157.5,625.5,,111,Obra-Compra de Insumos para Prestação de Serviços
324-4,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,324,UN,324,Pedido Atendido,45845,1864,COFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,28D,,Pedido Atendido,CIF,10596.11,4,3955,3955,"CAIXA LUZ OCTOGONAL 4""X4""",UN,390,390,2.35,916.5,183.3,733.2,,111,Obra-Compra de Insumos para Prestação de Serviços
324-3,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,324,UN,324,Pedido Atendido,45845,1864,COFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,28D,,Pedido Atendido,CIF,10596.11,3,3846,3846,"MANGUEIRA LISA PRETA 3/4""",M,3200,3200,2.6775000000000002,8568,1713.6,6854.4,,111,Obra-Compra de Insumos para Prestação de Serviços
324-2,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,324,UN,324,Pedido Atendido,45845,1864,COFLEX INDUSTRIA E COMERCIO DE PLASTICOS LTDA,28D,,Pedido Atendido,CIF,10596.11,2,3827,3827,"DUTO PEAD CORRUGADO PRETO 2""",M,500,500,5.9575250000000004,2978.76,595.75,2383.0100000000002,,111,Obra-Compra de Insumos para Prestação de Serviços
325-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,325,UN,325,Pedido Atendido,45846,1232,AQUA,28D,,Pedido Atendido,CIF,1140,1,8385,8385,MENSALIDADE TV TOUCH,VB,1,1,1140,1140,0,1140,52,209,Adm-Outras Entradas
326-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,326,UN,326,Pedido Atendido,45846,12162,PESCARA IMOVEIS,28D,,Pedido Atendido,CIF,33600,1,5648,5648,SERVIÇOS DE AVALIAÇÃO DE IMÓVEIS,VB,1,1,33600,33600,0,33600,139,207,Adm-Serviços Tomados
327-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,327,UN,327,Pedido Atendido,45846,5044,SYM IMÓVEIS,28D,,Pedido Atendido,CIF,50400,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,50400,50400,0,50400,50,207,Adm-Serviços Tomados
329-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,329,UN,329,Pedido Atendido,45846,12191,F7 SOLUCOES LTDA,28D,,Pedido Atendido,CIF,31200,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,31200,31200,0,31200,50,207,Adm-Serviços Tomados
330-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,330,UN,330,Pedido Atendido,45846,12192,ALINE MARQUES,28D,,Pedido Atendido,CIF,3120,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,3120,3120,0,3120,50,207,Adm-Serviços Tomados
331-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,331,UN,331,Pedido Atendido,45846,12193,NP NEGOCIOS IMOBILIARIOS LTDA,28D,,Pedido Atendido,CIF,5200,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,5200,5200,0,5200,50,207,Adm-Serviços Tomados
332-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,332,UN,332,Pedido Atendido,45846,12194,DANIEL ALVES GONCALVES LTDA,28D,,Pedido Atendido,CIF,64480,1,5683,5683,SERVIÇOS VENDA E CORRETAGEM,VB,1,1,64480,64480,0,64480,50,207,Adm-Serviços Tomados
333-1,650,PIEMONTE P78 CARNEIRO LOBO SPE LTDA,333,UN,333,Pedido Atendido,45846,4710,3R NEGOCIOS IMOBILIARIOS,28D,,Pedido Atendido,CIF,9768,1,5648,5648,SERVIÇOS DE AVALIAÇÃO DE IMÓVEIS,VB,1,1,9768,9768,0,9768,139,207,Adm-Serviços Tomados
