,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Status do Item,1,2,Orçamento,Sequencial,Solicitação,Sequência,Cód. Item,Cód. Alternativo,Acesso ao grupo de Itens,Descrição,Descrição Genérica,Qtde. Solicitada,Unid. Solicitação,Qtde. Convertida,Unid. Estoque,Preço de Solicitação,Data do Preço,Data de Necessidade,Data Inclusão,Valor Total,Estouro?,Último Aprovador,Observação,Cód. Solic.,Situação do Item,Código da Reserva,Item Reservado?,Cód. Cotação,Filial Cotação,Item Cotação,Item Cotado?,Cód. Pedido,Fornecedor,Cod. Contrato,Fornecedor,Código,Descrição,Código,Descrição,Código,Descrição,Código,Descrição,Insumo Genérico?,Controla Estoque?,Definição do Item,Insumo Ativo para Compra?,Lançamento,Cód. Sol. Móvel
+,A,,147,1,3069,2,8952,8952,S,SERVIÇOS DE DEDETIZAÇÃO,,450,VB,450,VB,1,45688,45779,45691.615023148202,450,Sim,valerio.kogima,QC - DEDETIZAÇÃO E DESRATIZAÇÃO,81,B,,N,137,650,3,S,,,1360,9431 - LIDER DEDETIZADORA LTDA,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3083,1,1,1,S,SERVIÇO DE FRETE,,10,VB,10,VB,1,45413,45727,45691.658379629604,10,Sim,felipe.leitolles,"""PEDIDO GLOBAL"" JOSE HENRIQUE DE SOUZA - FRETE",85,B,,N,89,650,1,S,112,3360 - JOSE HENRIQUE DE SOUZA,,,250,Fretes e Carretos - (Adm),108,Obra-Conhecimento de Frete,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3093,1,1,1,S,SERVIÇO DE FRETE,,10,VB,10,VB,1,45413,45727,45691.659745370402,10,Sim,felipe.leitolles,"""PEDIDO GLOBAL"" FRETE PAMPUCHE",86,B,,N,91,650,1,S,111,10658 - PAMPUCHE TRANSPORTES LTDA,,,250,Fretes e Carretos - (Adm),108,Obra-Conhecimento de Frete,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3096,1,1,1,S,SERVIÇO DE FRETE,,5,VB,5,VB,1,45413,45727,45691.661898148202,5,Sim,felipe.leitolles,"""PEDIDO GLOBAL"" FRETE ANJUS",87,B,,N,90,650,1,S,110,1473 - ANJUS TRANSPORTES,,,250,Fretes e Carretos - (Adm),108,Obra-Conhecimento de Frete,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3221,1,9541,9541,S,AGENTE DE CURA QUÍMICA PARA CONCRETO,,200,L,200,L,1,45693,45721,45693.376087962999,200,Sim,valerio.kogima,PEDIDO REFERENTE A CURA QUÍMICA PARA LAJE,88,B,,N,127,650,1,S,134,4774 - WEBER QUATTZOLIT,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,N,,147,1,3222,1,9262,9262,S,CAIXA DE EQUALIZAÇÃO E BARRAMENTO,,2,UN,2,UN,1,45693,45824,45693.388425925899,2,Sim,,MATERIAIS FALTANTES PARA O INICIO DO SPDA,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,N,,147,1,3222,2,768,768,S,CAIXA DE CONCRETO,,15,UN,15,UN,200,45413,45728,45693.388425925899,3000,Sim,,MATERIAIS FALTANTES PARA O INICIO DO SPDA,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,N,,147,1,3222,3,9540,9540,S,SUB TAMPA FERRO FUNDIDO 20X20CM,,14,UN,14,UN,1,45693,45867,45693.388425925899,14,Sim,,MATERIAIS FALTANTES PARA O INICIO DO SPDA,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,N,,147,1,3222,4,9539,9539,S,TAMPA FERRO FUNDIDO 20X20CM,,14,UN,14,UN,1,45693,45867,45693.388425925899,14,Sim,,MATERIAIS FALTANTES PARA O INICIO DO SPDA,,,,N,,,,N,,,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3223,1,8942,8942,S,"RIPA PINUS 1""X3""",,6250,M,6250,M,1.5667,45659,45756,45693.409039351798,9791.6687500000007,,felipe.leitolles,MADEIRA PARA FORMA DE BLOCO - CAIBRO E RIPA,89,B,,N,94,650,1,S,64,5185 - TPO MADEIRAS,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3223,2,8945,8945,S,"VIGOTE PINUS 3""X3""",,3000,M,3000,M,1,45693,45756,45693.409039351798,3000,,felipe.leitolles,MADEIRA PARA FORMA DE BLOCO - CAIBRO E RIPA,89,B,,N,94,650,2,S,64,5185 - TPO MADEIRAS,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3229,1,79,79,S,CONCRETO USINADO BOMBEÁVEL 40MPA 12+-2 B1,,550,M3,550,M3,449,45693,45867,45693.450057870403,246950,,felipe.leitolles,"01.03.05.02.005 - ""PEDIDO GLOBAL"" CONCRETO DOS BLOCOS",90,B,,N,105,650,1,S,,,995,3032 - HOBI S/A - MINERACAO DE AREIA E CONCRETO,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3229,2,96,96,S,SERVICOS DE BOMBEAMENTO,,550,M3,550,M3,50,45413,45860,45693.450057870403,27500,Sim,felipe.leitolles,"01.03.05.02.005 - ""PEDIDO GLOBAL"" CONCRETO DOS BLOCOS",90,B,,N,105,650,2,S,,,995,3032 - HOBI S/A - MINERACAO DE AREIA E CONCRETO,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3260,1,79,79,S,CONCRETO USINADO BOMBEÁVEL 40MPA 12+-2 B1,,130,M3,130,M3,449,45693,45867,45693.6191666667,58370,Sim,valerio.kogima,"01.03.03.02.001 - ""PEDIDO GLOBAL"" CONCRETO VIGA DE COROAMENTO",93,A,,N,,,,N,,,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3260,2,96,96,S,SERVICOS DE BOMBEAMENTO,,130,M3,130,M3,50,45413,45860,45693.6191666667,6500,Sim,valerio.kogima,"01.03.03.02.001 - ""PEDIDO GLOBAL"" CONCRETO VIGA DE COROAMENTO",93,A,,N,,,,N,,,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3279,1,284,284,S,"AÇO CA-50 25,0 MM",,16577,KG,16577,KG,5.2362000000000002,45694,45825,45694.4438310185,86800.487399999998,Sim,valerio.kogima,"""PEDIDO GLOBAL"" (MATERIAL JÁ ENTREGUE) - AÇO DOS BLOCOS 
NF 48505, 48520 E 48550",92,B,,N,95,650,1,S,,,1060,1259 - ARCELORMITTAL BRASIL S.A.,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3279,2,283,283,S,"AÇO CA-50 20,0 MM",,1926,KG,1926,KG,5.24,45594,45825,45694.4438310185,10092.24,Sim,valerio.kogima,"""PEDIDO GLOBAL"" (MATERIAL JÁ ENTREGUE) - AÇO DOS BLOCOS 
NF 48505, 48520 E 48550",92,B,,N,95,650,2,S,,,1060,1259 - ARCELORMITTAL BRASIL S.A.,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3279,3,282,282,S,"AÇO CA-50 16,0 MM",,966,KG,966,KG,5.24,45594,45825,45694.4438310185,5061.84,Sim,valerio.kogima,"""PEDIDO GLOBAL"" (MATERIAL JÁ ENTREGUE) - AÇO DOS BLOCOS 
NF 48505, 48520 E 48550",92,B,,N,95,650,3,S,,,1060,1259 - ARCELORMITTAL BRASIL S.A.,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3279,4,281,281,S,"AÇO CA-50 12,5 MM",,5504,KG,5504,KG,5.24,45594,45825,45694.4438310185,28840.959999999999,Sim,valerio.kogima,"""PEDIDO GLOBAL"" (MATERIAL JÁ ENTREGUE) - AÇO DOS BLOCOS 
NF 48505, 48520 E 48550",92,B,,N,95,650,4,S,,,1060,1259 - ARCELORMITTAL BRASIL S.A.,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3279,5,280,280,S,"AÇO CA-50 10,0 MM",,831,KG,831,KG,5.8,45413,45818,45694.4438310185,4819.8,Sim,valerio.kogima,"""PEDIDO GLOBAL"" (MATERIAL JÁ ENTREGUE) - AÇO DOS BLOCOS 
NF 48505, 48520 E 48550",92,B,,N,95,650,5,S,,,1060,1259 - ARCELORMITTAL BRASIL S.A.,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3279,6,279,279,S,"AÇO CA-50 8,0 MM",,187,KG,187,KG,5.7026000000000003,45694,45825,45694.4438310185,1066.3861999999999,Sim,valerio.kogima,"""PEDIDO GLOBAL"" (MATERIAL JÁ ENTREGUE) - AÇO DOS BLOCOS 
NF 48505, 48520 E 48550",92,B,,N,95,650,6,S,,,1060,1259 - ARCELORMITTAL BRASIL S.A.,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3279,7,278,278,S,"AÇO CA-50 6,3 MM",,93,KG,93,KG,5.7026000000000003,45694,45825,45694.4438310185,530.34180000000003,Sim,valerio.kogima,"""PEDIDO GLOBAL"" (MATERIAL JÁ ENTREGUE) - AÇO DOS BLOCOS 
NF 48505, 48520 E 48550",92,B,,N,95,650,7,S,,,1060,1259 - ARCELORMITTAL BRASIL S.A.,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3279,8,311,311,S,ARAME RECOZIDO 18 BWG,,600,KG,600,KG,10.73,45413,45729,45694.4438310185,6438,Sim,valerio.kogima,"""PEDIDO GLOBAL"" (MATERIAL JÁ ENTREGUE) - AÇO DOS BLOCOS 
NF 48505, 48520 E 48550",92,B,,N,95,650,8,S,,,1060,1259 - ARCELORMITTAL BRASIL S.A.,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3296,1,5757,5757,S,CORTE E DOBRA DE AÇO,,26084,KG,26084,KG,0.8,45566,45775,45694.626689814802,20867.2,Sim,valerio.kogima,"""PEDIDO GLOBAL "" MÃO DE OBRA CORTE E DOBRA (JÁ UTILIZADA)",91,B,,N,96,650,1,S,105,1764 - CENTRAL DE MONTAGENS DE ESTRUTURAS DE ACO E FERRO LTDA,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3413,1,8170,8170,S,CAPTAÇÃO DRONE,,1,VB,1,VB,1,45695,45784,45695.667094907403,1,,felipe.leitolles,"PEDIDO NFS 438 - CLICK DRONE FILMAGENS LTDA (CNPJ: 50.251.181/0001-05) 
FILMAGEM DA OBRA",95,B,,N,100,650,1,S,75,1848 - CLICK DRONE FILMAGENS LTDA,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3557,1,3285,3285,S,LOCAÇÃO DE FORMA LAJE NERVURADA,,3,MES,3,MES,46.11,45413,45716,45699.751388888901,138.33000000000001,,felipe.leitolles,QC - LOCAÇÃO DE CUBETAS,96,B,,N,104,650,1,S,,,1015,9536 - ATEX SUL LOCACAO DE EQUIPAMENTOS LTDA,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3615,1,8838,8838,S,TAXAS VAGAS PARA CARGA E DESCARGA,,1,VB,1,VB,1487.61,45413,45721,45700.659050925897,1487.61,,felipe.leitolles,PEDIDO REFERENTE A TESTADA DE OBRA - GUIA DE RECOLHIMENTO 11829,97,B,,N,103,650,1,S,72,4048 - SECRETARIA MUNICIPAL DE FINANCAS,,,186,Outros Custos,109,Obra-Outras Entradas,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,OU,S,M,
+,A,,147,1,3707,1,5625,5625,S,SERVIÇOS AUDITORIA INTERNA DA QUALIDADE,,1,VB,1,VB,1,45666,45783,45701.473055555602,1,,felipe.leitolles,PEDIDO REFERENTE A NFS 1222 - LS SOLUÇÕES,99,B,,N,106,650,1,S,76,3623 - LS SOLUCOES EMPRESARIAIS,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3708,1,3329,3329,S,LOCAÇÃO DE NÍVEL LASER,,1,MES,1,MES,564,45701,45790,45701.454131944403,564,Sim,valerio.kogima,LOC 123547/123715/123755 - TERRA CIVIL,101,B,,N,108,650,1,S,108,9907 - TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,,,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3708,2,3291,3291,S,LOCAÇÃO DE FURADEIRA/MARTELETE GRANDE,,1,MES,1,MES,2494.8000000000002,45701,45790,45701.454131944403,2494.8000000000002,Sim,valerio.kogima,LOC 123547/123715/123755 - TERRA CIVIL,101,B,,N,108,650,2,S,108,9907 - TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,,,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3708,3,3263,3263,S,"LOCAÇÃO DE BOMBA SUBMERSÍVEL 3"" ELÉTRICA",,1,MES,1,MES,100,45701,45790,45701.454131944403,100,Sim,valerio.kogima,LOC 123547/123715/123755 - TERRA CIVIL,101,B,,N,108,650,3,S,108,9907 - TERRA CIVIL COM DE EQUIP.PECAS E SERVICOS LTDA,,,188,Locação de Equipamentos (Obras),110,Obra-Locação de Equipamento,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3710,1,5672,5672,S,"SERVIÇOS IMPRESSÕES, CÓPIAS E ENCADERNAÇÕES - OBRA",,1,VB,1,VB,500,45413,45783,45701.4593634259,500,Sim,felipe.leitolles,NFS 1083 - E. PECHMANN,100,B,,N,107,650,1,S,77,2313 - E. PECHMANN CONSTRUCAO CIVIL LTDA,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3711,1,9618,9618,S,FRETE - CTE,,1,VB,1,VB,4200,45701,45743,45701.464016203703,4200,Sim,valerio.kogima,NCTE 646 - FRETE GH TRANSPORTES,102,B,,N,109,650,1,S,78,10897 - GH TRANSPORTES LTDA,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3737,1,6473,6473,S,DISCO DE DESBASTE,,2,UN,2,UN,99.2,45701,45729,45701.628877314797,198.4,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,1,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3737,2,6381,6381,S,BROCA SDS PLUS 10MMX160MM,,5,UN,5,UN,15,45701,45729,45701.628877314797,75,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,2,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3737,3,9041,9041,S,GASOLINA,,5.91,L,5.91,L,6.34,45701,45729,45701.633032407401,37.4694,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,3,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3737,4,9043,9043,S,DIESEL S10,,20,L,20,L,5.79,45701,45729,45701.633032407401,115.8,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,4,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3737,5,6429,6429,S,CADEADO COM CHAVE,,1,UN,1,UN,50,45701,45729,45701.642685185201,50,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,5,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3737,6,9301,9301,S,SERVIÇOS DE CHAVEIRO,,10,VB,10,VB,10,45701,45790,45701.642685185201,100,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,6,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3737,8,2300,2300,S,LUVA SOLDÁVEL 25MM,,1,UN,1,UN,2,45701,45743,45701.642685185201,2,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,7,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,S,MT,S,M,
+,A,,147,1,3737,9,2256,2256,S,JOELHO 90 SOLDÁVEL 25MM,,1,UN,1,UN,1.5,45701,45743,45701.642685185201,1.5,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,8,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3737,10,7642,7642,S,LIXA FERRO 120,,1,UN,1,UN,3.5,45701,45775,45701.642685185201,3.5,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,9,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3737,11,2336,2336,S,REGISTRO ESFERA SOLDÁVEL 40MM,,1,UN,1,UN,12,45701,45743,45701.642685185201,12,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,10,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3737,12,6829,6829,S,FILTRO DE LINHA,,15,UN,15,UN,2,45701,45714,45701.642685185201,30,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,11,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3737,13,104,104,S,CIMENTO PORTLAND CP II Z,,1250,KG,1250,KG,0.59799999999999998,45701,45729,45701.648865740703,747.5,,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,12,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3737,14,6908,6908,S,COPO PLÁSTICO 180ML,,2,UN,2,UN,13.99,45705,45716,45705.467303240701,27.98,Sim,engenharia.piemonte,RR 140114 - REEMBOLSO - FELIPE,105,B,,N,114,650,13,S,114,10157 - FELIPE LUIZ ROGGENBACH LEITOLLES,,,185,Material de Construção (Obra),111,Obra-Compra de Insumos para Prestação de Serviços,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,MT,S,M,
+,A,,147,1,3801,1,1,1,S,SERVIÇO DE FRETE,,1,VB,1,VB,1,45413,45737,45702.708518518499,1,Sim,felipe.leitolles,NFS 280 -  JOSE HENRIQUE DE SOUZA - FRETE,104,B,,N,111,650,1,S,104,3360 - JOSE HENRIQUE DE SOUZA,,,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3913,1,4843,4843,S,MO ALMOXARIFE,,27,MES,27,MES,1,45413,45786,45706.651585648098,27,Sim,engenharia.piemonte,[ADITIVO] AJUSTE HISTOGRAMA,106,B,,N,115,650,1,S,,,1033,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3913,2,4844,4844,S,MO ANALISTA DE ENGENHARIA,,1,MES,1,MES,1,45413,45786,45706.651585648098,1,,engenharia.piemonte,[ADITIVO] AJUSTE HISTOGRAMA,106,B,,N,115,650,2,S,,,1033,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3913,3,4846,4846,S,MO COORDENADOR DE OBRAS,,1,MES,1,MES,1,45413,45786,45706.651585648098,1,Sim,engenharia.piemonte,[ADITIVO] AJUSTE HISTOGRAMA,106,B,,N,115,650,3,S,,,1033,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3913,4,4848,4848,S,MO ENGENHEIRO RESIDENTE,,1,MES,1,MES,1,45413,45786,45706.651585648098,1,,engenharia.piemonte,[ADITIVO] AJUSTE HISTOGRAMA,106,B,,N,115,650,4,S,,,1033,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3913,5,4849,4849,S,MO ENGENHEIRO SEGURANÇA DO TRABALHO,,1,MES,1,MES,1,45413,45786,45706.651585648098,1,Sim,engenharia.piemonte,[ADITIVO] AJUSTE HISTOGRAMA,106,B,,N,115,650,5,S,,,1033,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
+,A,,147,1,3913,6,4852,4852,S,MO ESTAGIÁRIO DE ENGENHARIA,,1,MES,1,MES,1,45413,45786,45706.651585648098,1,,engenharia.piemonte,[ADITIVO] AJUSTE HISTOGRAMA,106,B,,N,115,650,6,S,,,1033,202 - PIEMONTE ENGENHARIA S.A.,190,Serviços de Terceiros - PJ (Obras),107,Obra-Serviços Tomados,35,Obras - Custos,24,Poty (PIEMONTE P78 CARNEIRO LOBO SPE LTDA),N,N,SE,S,M,
